,具体地址,单价,建造年份,总价,房型,标题,楼层,链接,面积
1545,绿地国际博览城藏珑  新建-九龙湖新区-九龙大道1177号,14316元/m²,2013年建造,136,3室2厅,九龙湖，绿地国博城，省府 地铁 西站旁，育新学校，抛售诚售,低层(共32层),https://nc.anjuke.com/prop/view/A1588440701?from=filter&spread=commsearch_p&position=1546&kwtype=filter&now_time=1550802632,95m²
1546,南昌万科粹叠园  新建-九龙湖新区-三清山大道555号,20009元/m²,2016年建造,281,4室2厅,（万科自营）九龙湖绿地悦城旁万科粹叠园里一套风景宜人的小三房,高层(共33层),https://nc.anjuke.com/prop/view/A1587162230?from=filter&spread=commsearch_p&position=1547&kwtype=filter&now_time=1550802632,140m²
1547,绿地悦城B区  新建-九龙湖新区-西站大街,18009元/m²,2014年建造,380,5室2厅,红谷滩九龙湖 绿地悦城5房大平层 豪华装修 房东出国急售,中层(共25层),https://nc.anjuke.com/prop/view/A1581205672?from=filter&spread=commsearch_p&position=1548&kwtype=filter&now_time=1550802632,211m²
1548,南昌万科粹叠园  新建-九龙湖新区-三清山大道555号,19650元/m²,2016年建造,281,4室2厅,万科粹叠园 得房率高 买房不二之选 双学双铁,高层(共33层),https://nc.anjuke.com/prop/view/A1587169066?from=filter&spread=commsearch_p&position=1549&kwtype=filter&now_time=1550802632,143m²
1549,绿地国际博览城博君  新建-九龙湖新区-九龙大道1177号,15462元/m²,2013年建造,147,3室2厅,绿地国际博览城 一线江景 湖景房 采光绝杀 房东诚售欢迎来撩,高层(共32层),https://nc.anjuke.com/prop/view/A1572538339?from=filter&spread=commsearch_p&position=1550&kwtype=filter&now_time=1550802632,95m²
1550,南昌万科粹叠园  新建-九龙湖新区-三清山大道555号,19895元/m²,2016年建造,380,4室2厅,万科粹叠园  房东因个人原因 着急出手 得房率高,低层(共33层),https://nc.anjuke.com/prop/view/A1587169076?from=filter&spread=commsearch_p&position=1551&kwtype=filter&now_time=1550802632,191m²
1551,"新力东园  新建-九龙湖新区-龙虎山大道,近上饶大道",14545元/m²,2018年建造,160,3室2厅,来电享内折九龙湖西客站地铁口旁新力东园精装南北通透三房！！,中层(共32层),https://nc.anjuke.com/prop/view/A1588777856?from=filter&spread=commsearch_p&position=1552&kwtype=filter&now_time=1550802632,110m²
1552,绿地悦城B区  新建-九龙湖新区-西站大街,19930元/m²,2013年建造,285,3室2厅,西客站 绿地悦城 房东精心装修因特殊原因急售 读外国语和附小,高层(共18层),https://nc.anjuke.com/prop/view/A1564037699?from=filter&spread=commsearch_p&position=1553&kwtype=filter&now_time=1550802632,143m²
1553,力高御景天城  新建-九龙湖新区-西站大街518号,16000元/m²,2017年建造,176,3室2厅,九龙湖西客站省政府 地铁口 豪华装修 大面积绿化 品质小区,中层(共34层),https://nc.anjuke.com/prop/view/A1586151735?from=filter&spread=commsearch_p&position=1554&kwtype=filter&now_time=1550802632,110m²
1554,南昌万科粹叠园  新建-九龙湖新区-三清山大道555号,19895元/m²,2015年建造,380,4室2厅,万科粹叠园 双学 双地铁 得房率高 九龙湖 绿地悦城旁,低层(共33层),https://nc.anjuke.com/prop/view/A1587169091?from=filter&spread=commsearch_p&position=1555&kwtype=filter&now_time=1550802632,191m²
1555,华润凯旋门  新建-九龙湖新区-西站东街,14722元/m²,2016年建造,106,2室2厅,有钥匙 华润凯旋门 地铁口实用2居室 省政府西客站省妇保旁,中层(共29层),https://nc.anjuke.com/prop/view/A1586897653?from=filter&spread=commsearch_p&position=1556&kwtype=filter&now_time=1550802632,72m²
1556,南昌万科粹叠园  新建-九龙湖新区-三清山大道555号,19838元/m²,2016年建造,380,4室2厅,（万科自营）九龙湖绿地悦城旁万科粹叠园双学双铁随时看房,低层(共33层),https://nc.anjuke.com/prop/view/A1587169089?from=filter&spread=commsearch_p&position=1557&kwtype=filter&now_time=1550802632,191m²
1557,南昌万科粹叠园  新建-九龙湖新区-三清山大道555号,19879元/m²,2016年建造,286,4室2厅,（万科自营）万科粹叠园里一套性价比超高的房,高层(共33层),https://nc.anjuke.com/prop/view/A1587162259?from=filter&spread=commsearch_p&position=1558&kwtype=filter&now_time=1550802632,143m²
1558,南昌万科粹叠园  新建-九龙湖新区-三清山大道555号,20000元/m²,2015年建造,280,4室2厅,万科自营，南昌万科粹叠园南师附小外国语地铁口不限购万科物业,低层(共33层),https://nc.anjuke.com/prop/view/A1587185815?from=filter&spread=commsearch_p&position=1559&kwtype=filter&now_time=1550802632,140m²
1559,南昌万科粹叠园  新建-九龙湖新区-三清山大道555号,19995元/m²,2016年建造,383,4室2厅,（万科自营）九龙湖新区不限购绿地悦城旁万科粹叠园万科物业,中层(共33层),https://nc.anjuke.com/prop/view/A1587162243?from=filter&spread=commsearch_p&position=1560&kwtype=filter&now_time=1550802632,191m²
1560,绿地悦城B区  新建-九龙湖新区-西站大街,19930元/m²,2013年建造,285,3室2厅,西客站 绿地悦城 房东精心装修因特殊原因急售 读外国语和附小,高层(共18层),https://nc.anjuke.com/prop/view/A1564037699?from=filter&spread=commsearch_p&position=1561&kwtype=filter&now_time=1550802634,143m²
1561,力高御景天城  新建-九龙湖新区-西站大街518号,16000元/m²,2017年建造,176,3室2厅,九龙湖西客站省政府 地铁口 豪华装修 大面积绿化 品质小区,中层(共34层),https://nc.anjuke.com/prop/view/A1586151735?from=filter&spread=commsearch_p&position=1562&kwtype=filter&now_time=1550802634,110m²
1562,华润凯旋门  新建-九龙湖新区-西站东街,14722元/m²,2016年建造,106,2室2厅,有钥匙 华润凯旋门 地铁口实用2居室 省政府西客站省妇保旁,中层(共29层),https://nc.anjuke.com/prop/view/A1586897653?from=filter&spread=commsearch_p&position=1563&kwtype=filter&now_time=1550802634,72m²
1563,绿地悦城D区  新建-九龙湖新区-西站大街,19231元/m²,2014年建造,275,3室2厅,绿地悦城D区 地铁口 少年宫 国体旁 房东诚心出售,中层(共18层),https://nc.anjuke.com/prop/view/A1579719046?from=filter&spread=commsearch_p&position=1564&kwtype=filter&now_time=1550802634,143m²
1564,绿地国际博览城  新建-九龙湖新区-九龙大道1177号,15514元/m²,2016年建造,148,3室2厅,绿地国博不限购 房东20万结婚装修小三房 拎包入住近地铁学校,中层(共30层),https://nc.anjuke.com/prop/view/A1588427656?from=filter&spread=commsearch_p&position=1565&kwtype=filter&now_time=1550802634,95m²
1565,南昌万科粹叠园  新建-九龙湖新区-三清山大道555号,19838元/m²,2016年建造,380,4室2厅,（万科自营）九龙湖绿地悦城旁万科粹叠园双学双铁随时看房,低层(共33层),https://nc.anjuke.com/prop/view/A1587169089?from=filter&spread=commsearch_p&position=1566&kwtype=filter&now_time=1550802634,191m²
1566,绿地悦城E区  新建-九龙湖新区-江西省南昌市红角洲学府大道西站大街,17984元/m²,2015年建造,380,4室2厅,绿地悦城E区 3房朝南 一手房东可随时过户 业主缺钱急售,中层(共20层),https://nc.anjuke.com/prop/view/A1567204742?from=filter&spread=commsearch_p&position=1567&kwtype=filter&now_time=1550802634,211m²
1567,绿地悦城E区  新建-九龙湖新区-江西省南昌市红角洲学府大道西站大街,18182元/m²,2014年建造,260,3室2厅,绿地悦城超低 价房源 房东急售只卖三天 楼层采光完全没问题,中层(共18层),https://nc.anjuke.com/prop/view/A1588675440?from=filter&spread=commsearch_p&position=1568&kwtype=filter&now_time=1550802634,143m²
1568,南昌万科粹叠园  新建-九龙湖新区-三清山大道555号,20214元/m²,2016年建造,283,4室2厅,万科粹叠园 双学 双地铁 得房率高  绿地悦城旁,低层(共33层),https://nc.anjuke.com/prop/view/A1587169071?from=filter&spread=commsearch_p&position=1569&kwtype=filter&now_time=1550802634,140m²
1569,绿地国际博览城卧珑  新建-九龙湖新区-九龙大道1177号,14091元/m²,2017年建造,155,3室2厅,绿地国际博览城 视野开阔 遥看九龙湖 生活不再压抑,高层(共32层),https://nc.anjuke.com/prop/view/A1583664955?from=filter&spread=commsearch_p&position=1570&kwtype=filter&now_time=1550802634,110m²
1570,绿地国际博览城君珑  新建-九龙湖新区-九龙大道1177号,13750元/m²,2016年建造,110,2室2厅,职务升迁，房东需到上海工作，急售国博一期2房 低于市价10万,高层(共32层),https://nc.anjuke.com/prop/view/A1587797157?from=filter&spread=commsearch_p&position=1571&kwtype=filter&now_time=1550802634,80m²
1571,华润凯旋门  新建-九龙湖新区-西站东街,14580元/m²,2015年建造,163,4室2厅,华润凯旋门小高层大面积便宜出售，学校房 地铁口 还在观望,高层(共11层),https://nc.anjuke.com/prop/view/A1585645627?from=filter&spread=commsearch_p&position=1572&kwtype=filter&now_time=1550802634,111m²
1572,"绿地悦城F区  新建-九龙湖新区-西站大街,近三清山大道",19720元/m²,2014年建造,282,3室2厅,九龙湖绿地悦城 省府单位团购房 读南师附小地铁国体站,中层(共18层),https://nc.anjuke.com/prop/view/A1587711107?from=filter&spread=commsearch_p&position=1573&kwtype=filter&now_time=1550802634,143m²
1573,南昌万科粹叠园  新建-九龙湖新区-三清山大道555号,18881元/m²,2015年建造,270,4室2厅,万科自营，绿地悦城旁，就读外国语，南师，万科物业管理,高层(共33层),https://nc.anjuke.com/prop/view/A1580420751?from=filter&spread=commsearch_p&position=1574&kwtype=filter&now_time=1550802634,143m²
1574,九龙湖花园一区  新建-九龙湖新区-祥云大道,14931元/m²,2014年建造,260,4室2厅,九龙湖花园  省政府住宅 与省委相伴 户型方正 得房率高,高层(共32层),https://nc.anjuke.com/prop/view/A1567204785?from=filter&spread=commsearch_p&position=1575&kwtype=filter&now_time=1550802634,174m²
1575,南昌万科粹叠园  新建-九龙湖新区-三清山大道555号,20000元/m²,2015年建造,280,4室2厅,万科自营，南昌万科粹叠园南师附小外国语地铁口不限购万科物业,低层(共33层),https://nc.anjuke.com/prop/view/A1587185815?from=filter&spread=commsearch_p&position=1576&kwtype=filter&now_time=1550802634,140m²
1576,南昌万科粹叠园  新建-九龙湖新区-三清山大道555号,19316元/m²,2016年建造,370,4室2厅,（万科自营）九龙湖绿地悦城旁性价比超高大平层随时看房,高层(共33层),https://nc.anjuke.com/prop/view/A1587162222?from=filter&spread=commsearch_p&position=1577&kwtype=filter&now_time=1550802634,191m²
1577,"九龙郡  新建-九龙湖新区-圭峰大道,近西站大街",12000元/m²,2019年建造,46.8,1室1厅,省政府西站旁 精装loft公寓 采光无档 楼下地铁站,高层(共22层),https://nc.anjuke.com/prop/view/A1586735776?from=filter&spread=commsearch_p&position=1578&kwtype=filter&now_time=1550802634,39m²
1578,南昌万科粹叠园  新建-九龙湖新区-三清山大道555号,19838元/m²,2015年建造,380,4室2厅,（万科自营）九龙湖外国语对面万科粹叠园大平层带车位急售,高层(共33层),https://nc.anjuke.com/prop/view/A1587177312?from=filter&spread=commsearch_p&position=1579&kwtype=filter&now_time=1550802634,191m²
1579,绿地悦城D区  新建-九龙湖新区-西站大街,18042元/m²,2015年建造,258,3室2厅,绿地悦城市政府集资房，业主诚心出售，产证已下！首付一半！,中层(共18层),https://nc.anjuke.com/prop/view/A1579460727?from=filter&spread=commsearch_p&position=1580&kwtype=filter&now_time=1550802634,143m²
1580,绿地国际博览城卧珑  新建-九龙湖新区-九龙大道1177号,17647元/m²,2014年建造,210,3室2厅,绿地国博城，高端洋房  入住舒适，赠送多，房东诚售,高层(共6层),https://nc.anjuke.com/prop/view/A1579591012?from=filter&spread=commsearch_p&position=1581&kwtype=filter&now_time=1550802634,119m²
1581,九龙馨苑  新建-九龙湖新区-祥云大道,17939元/m²,2015年建造,296,4室2厅,九龙馨苑 户型方正 南北通透 自带食堂 产证已下 读南师附小,低层(共30层),https://nc.anjuke.com/prop/view/A1567204869?from=filter&spread=commsearch_p&position=1582&kwtype=filter&now_time=1550802634,165m²
1582,绿地国际博览城藏珑  新建-九龙湖新区-九龙大道1177号,17600元/m²,2016年建造,220,3室2厅,急售！实拍实价 绿地国际博览城 高端别墅 房东调到外地工作,高层(共8层),https://nc.anjuke.com/prop/view/A1589405834?from=filter&spread=commsearch_p&position=1583&kwtype=filter&now_time=1550802634,125m²
1583,"新力东园  新建-九龙湖新区-龙虎山大道,近上饶大道",14000元/m²,2018年建造,154,3室2厅,九龙湖核心区 新力东园首付45万起，找我享内部团购价！！！,中层(共28层),https://nc.anjuke.com/prop/view/A1584454182?from=filter&spread=commsearch_p&position=1584&kwtype=filter&now_time=1550802634,110m²
1584,锦天府  新建-九龙湖新区-西站大街555号,15349元/m²,2017年建造,132,3室2厅,锦天府 省妇保 地铁口 就读新龙岗 和省委省政府同一学校,中层(共28层),https://nc.anjuke.com/prop/view/A1588862476?from=filter&spread=commsearch_p&position=1585&kwtype=filter&now_time=1550802634,86m²
1585,南昌万科粹叠园  新建-九龙湖新区-三清山大道555号,19995元/m²,2016年建造,383,4室2厅,（万科自营）九龙湖新区不限购绿地悦城旁万科粹叠园万科物业,中层(共33层),https://nc.anjuke.com/prop/view/A1587162243?from=filter&spread=commsearch_p&position=1586&kwtype=filter&now_time=1550802634,191m²
1586,绿地悦城D区  新建-九龙湖新区-西站大街,18182元/m²,2014年建造,260,3室2厅,绿地悦城 地铁口旁  南师附小和外国语中学,低层(共18层),https://nc.anjuke.com/prop/view/A1588587893?from=filter&spread=commsearch_p&position=1587&kwtype=filter&now_time=1550802634,143m²
1587,绿地悦城D区  新建-九龙湖新区-西站大街,19021元/m²,2015年建造,272,3室2厅,九龙湖核心位置 生活便捷 配套齐全 出门双地铁 名校环绕,中层(共18层),https://nc.anjuke.com/prop/view/A1587629565?from=filter&spread=commsearch_p&position=1588&kwtype=filter&now_time=1550802634,143m²
1588,"九龙郡  新建-九龙湖新区-圭峰大道,近西站大街",11842元/m²,2018年建造,45,2室1厅,九龙湖核心西站隔壁双地铁口精装loft公寓单价1万2找我折扣,高层(共23层),https://nc.anjuke.com/prop/view/A1586850778?from=filter&spread=commsearch_p&position=1589&kwtype=filter&now_time=1550802634,38m²
1589,"九龙郡  新建-九龙湖新区-圭峰大道,近西站大街",11026元/m²,2019年建造,43,1室1厅,九龙湖 纵邦MOHO国际 不限购 精装LOFT公寓 赠送一层,高层(共22层),https://nc.anjuke.com/prop/view/A1586767322?from=filter&spread=commsearch_p&position=1590&kwtype=filter&now_time=1550802634,39m²
1590,绿地悦城E区  新建-九龙湖新区-江西省南昌市红角洲学府大道西站大街,17441元/m²,2015年建造,368,5室2厅,全省弟一大平层 四房加送保姆间 大开间 独门独户 高端大气,高层(共25层),https://nc.anjuke.com/prop/view/A1587638293?from=filter&spread=commsearch_p&position=1591&kwtype=filter&now_time=1550802634,211m²
